N,Key,Bemerkung_Maria,Autor,Jahr,Titel,Zeitschrift,DOI,ID_Studie,Screener,Extracter,Lebensraum,Lebensraum_Details,Biotoptyp,Land,Bundesland,Ort,X,Y,geographische_Genauigkeit_km,Antwortvariable,x_Achse,Hauptgruppe_RoteListen,Untergruppe_RoteListen,Untergruppe_RoteListen_Detail,Anzahl_Arten_Gruppen,Startjahr,Endjahr,Dauer,Anzahl_Jahre,ExperimentObservation,Trend,Massnahme_Schutz,Massnahme_Schutz_andere,Massnahme_Management,Massnahme_Impuls,Notizen,LiteraturRawdata,Studie_in_D,ID,StationID,Antwortvariable_ORIG
10611,D6NZFXJE,NA,"Sauerbier, W. et al.",2005,"Das Mausohr, Myotis myotis (Borkhausen, 1797), im Kyffhäuserkreis / Thüringen - Verbreitung, Bestandsentwicklung und Schutzstrategien","Nyctalus (N.F.), Band 10, Heft 2, 183-200",NA,NA,Maria Sporbert,Daniel Petry,Wald,NA,NA,Deutschland,Thüringen,Kyffhäuserkreis,10.8683186,51.3685747,NA,Abundanz,NA,Wirbeltiere,Saeuger,Chiroptera/ Fledermaeuse,1,1962,2004,43,11,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
588,DHLJZFXW,NA,"Hauck, M. et al.",2013,Dramatic diversity losses in epiphytic lichens in temperate broad-leaved forests during the last 150 years,Biological Conservation 157: 136-145,10.1016/j.biocon.2012.06.015,NA,Konrad Adler,Konrad Adler,Wald,halbnatürliche Laubwälder unterschiedlicher Gesellschaften und Bewirtschaftung(-shistorie),Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,"Nordrhein-Westfalen, Niedersachsen","""Weser-Ems-Lowlands"" (Gebiet im Norddeutschen Tiefland mit 17 Standpunkten)",10.0624841,52.88357619,50,Abundanz,Zeit,Pilze_Flechten,Flechten,Flechten,NA,1900,2011,112,2,Beobachtung,negative,NA,NA,NA,NA,Fig.4 fächert die Veränderung zusätzlich in verschiedenen Flechtgesellschaften auf,Literatur,D,NA,NA,NA
589,DHLJZFXW,NA,"Hauck, M. et al.",2013,Dramatic diversity losses in epiphytic lichens in temperate broad-leaved forests during the last 150 years,Biological Conservation 157: 136-145,10.1016/j.biocon.2012.06.015,NA,Konrad Adler,Konrad Adler,Wald,halbnatürliche Laubwälder dominiert von Buche und Eiche,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,"Nordrhein-Westfalen, Niedersachsen",Solling (Mittelgebirge in Niedersachsen),9.612766212,51.72286901,20,Abundanz,Zeit,Pilze_Flechten,Flechten,Flechten,NA,1900,1999,100,2,Beobachtung,negative,NA,NA,NA,NA,Fig.4 fächert die Veränderung zusätzlich in verschiedenen Flechtgesellschaften auf,Literatur,D,NA,NA,NA
10499,DIPM2KNV,NA,Kolbe W.,1984,Arthropodenfänge im Staatswald Burgholz mit Hilfe von Boden-Photoeklektoren unter besonderer Berücksichti- gung der Coleopteren,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 14-23",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,9,1978,1982,5,4,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10500,DIPM2KNV,NA,Kolbe W.,1984,Arthropodenfänge im Staatswald Burgholz mit Hilfe von Boden-Photoeklektoren unter besonderer Berücksichti- gung der Coleopteren,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 14-23",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,9,1978,1982,5,4,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
600,DSKU37ZR,NA,"Winkel, W.",1989,Langfristige Bestandsentwicklung von Kohlmeise (Parus major) und Trauerschnäpper (Ficedula hypoleuca): Ergebnisse aus Niedersachsen,Journal of Ornithology 130: 335-343,10.1007/BF01644746,NA,Konrad Adler,Konrad Adler,Wald,"Eichen-Hainbuchenwald, Laub-/Kiefernwald-Mischbestand, Kiefernforst","Nadel(Misch)Wälder und -Forste, Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent)",Deutschland,Niedersachsen,"drei Gebietskomplexe im Umkreis von Braunschweig (Saukuhle, Kux-Betschenberg, Bahrdorfer-Kiefernforst"")",10.640952,52.34148912,20,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,2,1957,1988,32,32,Beobachtung,no,NA,NA,NA,NA,die Tabellen 1 und 2 schlüsseln die Ergebnisse pro Untersuchungsgebiet auf,Literatur,D,NA,NA,NA
10660,DUSQAWKC,NA,Schmidt A.,2008,Lebensraumeigenschaften von Paarungsgebieten des Mausohrs (Myotis myotis) in Kiefernforsten Ost-Brandenburgs und der Einfluß von Bewirtschaftungsmaßnahmen,"Nyctalus (N.F.), Band 13(2007), Heft 2-3, S. 157-167",NA,NA,NA,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Revier Kirschweg,14.285003,52.22252793,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,1,1981,2004,24,8,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,NA,NA,NA,NA
580,DWZ4QPWZ,NA,"Wendland, V.",1972,14jährige Beobachtungen zur Vermehrung des Waldkauzes (Strix aluco L.),Journal of Ornithology 113: 276-286,10.1007/BF01647508,NA,Konrad Adler,Konrad Adler,Wald,geschlossener Kiefernmischwald mit >35% Laubholzanteil,Nadel(Misch)Wälder und -Forste,Deutschland,Berlin,Grunewald in West-Berlin,13.22222497,52.46921264,5,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,1,1958,1971,14,14,Beobachtung,no,NA,NA,NA,NA,genaue Beschreibung des Untersuchungsgebietes wird in Wendland 1963 gegeben,Literatur,D,NA,NA,NA
10520,EB8KV3G9,NA,Platen R.,1992,Struktur und Dynamik der Spinnengemeinschaften im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 45. Heft, Seite 56 – 82",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Abundanz,Jahre,Wirbellose,Arthropoden,Arthropoden,NA,1978,1981,4,4,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10521,EB8KV3G9,NA,Platen R.,1992,Struktur und Dynamik der Spinnengemeinschaften im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 45. Heft, Seite 56-82",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Abundanz,Jahre,Wirbellose,Arthropoden,Arthropoden,NA,1978,1981,4,4,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
343,ECYMPWYU,NA,"Roth, N. et al.",2019,Decadal effects of landscape-wide enrichment of dead wood on saproxylic organisms in beech forests of different historic management intensity,"Diversity and Distributions. 2019,25:430–441",10.1111/ddi.12870,NA,Konrad Adler,Konrad Adler,Wald,Gemäßigter europäischer Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Bayern,Forstrevier Ebrach im Steigerwald,10.48333333,49.83333333,NA,Artenzahl,Zeit (vor und nach Totholzanreicherung),Wirbellose,Arthropoden,Arthropoden,NA,2004,2014,11,2,Beobachtung,no,NA,NA,integrative Waldbewirtschaftung mit Totholzanreicherung,NA,NA,Literatur,D,NA,NA,NA
344,ECYMPWYU,NA,"Roth, N. et al.",2019,Decadal effects of landscape-wide enrichment of dead wood on saproxylic organisms in beech forests of different historic management intensity,"Diversity and Distributions. 2019,25:430–441",10.1111/ddi.12870,NA,Konrad Adler,Konrad Adler,Wald,Gemäßigter europäischer Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Bayern,Forstrevier Ebrach im Steigerwald,10.48333333,49.83333333,NA,Artenzahl,Zeit (vor und nach Totholzanreicherung),Pilze_Flechten,Pilze,Pilze,NA,2004,2014,11,2,Beobachtung,no,NA,NA,integrative Waldbewirtschaftung mit Totholzanreicherung,NA,NA,Literatur,D,NA,NA,NA
287,F34S7C4I,NA,"Naaf, T. et al.",2010,Habitat specialists and generalists drive homogenization and differentiation of temperate forest plant communities at the regional scale,Biological Conservation 143 (2010) 848-855,10.1016/j.biocon.2009.12.027,NA,Ludwig/Jana,Ludwig Lettenmaier,Wald,NA,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,NA,Weser-Elbe Region,9.004544209,53.45883264,50,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1986,2009,24,2,Beobachtung,negative,NA,NA,NA,NA,"Unsicher bei Zuordnung Direkter Treiber, daher frei gelassen, Details wurden unter Direkter Treiber_Details notiert, Startjahr 1986/88 und Endjahr 2008/2009",Literatur,D,NA,NA,NA
288,F34S7C4I,NA,"Naaf, T. et al.",2010,Habitat specialists and generalists drive homogenization and differentiation of temperate forest plant communities at the regional scale,Biological Conservation 143 (2010) 848-855,10.1016/j.biocon.2009.12.027,NA,Ludwig/Jana,Ludwig Lettenmaier,Wald,NA,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,NA,Weser-Elbe Region,9.004544209,53.45883264,50,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1986,2009,24,2,Beobachtung,positive,NA,NA,NA,NA,"Unsicher bei Zuordnung Direkter Treiber, daher frei gelassen, Details wurden unter Direkter Treiber_Details notiert",Literatur,D,NA,NA,NA
10563,FB9BMVSK,NA,"Walter, S.",2004,Die Vegetation der Wälder des Rothaargebirges und ihre Veränderungen im 20. Jahrhundert,"Abhandlungen aus dem Westfälischen Museum für Naturkunde, 66. Jahrgang, 2004, Heft 4",NA,NA,Maria Sporbert,Daniel Petry,Wald,NA,NA,Deutschland,Nordrhein-Westfalen,Rothaargebirge im Südosten Nordrheinwestfalens,8.217447948,51.12266415,NA,Artenzahl,NA,Pflanzen,Pflanzen,Farn- und Blütenpflanzen,NA,1942,1996,55,2,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10564,FB9BMVSK,NA,"Walter, S.",2004,Die Vegetation der Wälder des Rothaargebirges und ihre Veränderungen im 20. Jahrhundert,"Abhandlungen aus dem Westfälischen Museum für Naturkunde, 66. Jahrgang, 2004, Heft 5",NA,NA,Maria Sporbert,Daniel Petry,Wald,NA,NA,Deutschland,Nordrhein-Westfalen,Rothaargebirge im Südosten Nordrheinwestfalens,8.217447948,51.12266415,NA,Artenzahl,NA,Pflanzen,Pflanzen,Farn- und Blütenpflanzen,NA,1942,1996,55,2,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
873,FEELKLTS,NA,"Donnermeyer, M, Witte, W, Michaelis, H",1994,"Der Brutvogelbestand des Feuchtwiesengebietes ""Düsterdieker Niederung"" 1993","Natur u. Heimat, 54. Jahrg., Heft 3, 1994",NA,NA,Maria Sporbert,Johanna Henze,Wald,Waldrand,"Waldmäntel und Vorwälder, spezielle Waldnutzungsformen",Deutschland,Nordrhein-Westfalen,Düsterdieker Niederung in den Gemeinden Mettingen und Westerkappeln,7.84638005,52.33848549,5,Abundanz,NA,Wirbeltiere,Voegel,Vögel,NA,1973,1993,21,2,Beobachtung,positive,Andere,Naturschutzgebiet Düsterbecker Niederung,NA,NA,NA,Literatur,D,NA,NA,NA
360,FFYFDKI9,NA,"Becker, T. et al.",2017,Forty years of vegetation change in former coppice-with-standards woodlands as a result of management change and N deposition,Applied Vegetation Science 20 (2017) 304–313,10.1111/avsc.12282,NA,Konrad Adler,Konrad Adler,Wald,Eichen-Hainbuchenwald (Stellario-Carpinetum Assoziation),Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,Dransfelder Hochebene im Süden Niedersachsens nahe Göttingen,9.783055556,51.5175,5,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1970,2011,42,2,Beobachtung,positive,NA,NA,Veränderung der Bewirtschaftung von CWS hin zu Hochwald,NA,Angabe zum Boden: Triassic limestone (Muschelkalk formation) partly covered with loess layers. The most widespread terrestrial soils under the forests were calcaric cambisol or rendzic leptosol (WRB classification) with loamy/clayish texture and medium to,Literatur,D,NA,NA,NA
361,FFYFDKI9,NA,"Becker, T. et al.",2017,Forty years of vegetation change in former coppice-with-standards woodlands as a result of management change and N deposition,Applied Vegetation Science 20 (2017) 304–313,10.1111/avsc.12282,NA,Konrad Adler,Konrad Adler,Wald,Eichen-Hainbuchenwald (Stellario-Carpinetum Assoziation),Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,Dransfelder Hochebene im Süden Niedersachsens nahe Göttingen,9.783055556,51.5175,5,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1970,2011,42,2,Beobachtung,positive,NA,NA,Veränderung der Bewirtschaftung von CWS hin zu Hochwald,NA,Angabe zum Boden: Triassic limestone (Muschelkalk formation) partly covered with loess layers. The most widespread terrestrial soils under the forests were calcaric cambisol or rendzic leptosol (WRB classification) with loamy/clayish texture and medium to,Literatur,D,NA,NA,NA
362,FFYFDKI9,NA,"Becker, T. et al.",2017,Forty years of vegetation change in former coppice-with-standards woodlands as a result of management change and N deposition,Applied Vegetation Science 20 (2017) 304–313,10.1111/avsc.12282,NA,Konrad Adler,Konrad Adler,Wald,Eichen-Hainbuchenwald (Stellario-Carpinetum Assoziation),Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,Dransfelder Hochebene im Süden Niedersachsens nahe Göttingen,9.783055556,51.5175,5,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1970,2011,42,2,Beobachtung,negative,NA,NA,Veränderung der Bewirtschaftung von CWS hin zu Hochwald,NA,Angabe zum Boden: Triassic limestone (Muschelkalk formation) partly covered with loess layers. The most widespread terrestrial soils under the forests were calcaric cambisol or rendzic leptosol (WRB classification) with loamy/clayish texture and medium to,Literatur,D,NA,NA,NA
263,FN348QUV,NA,Geiler,1974,"Verzeichnis der in Fichtenbaumhölzern des Tharandter Waldes vorkommenden Staphyliniden (Coleoptera, Staphylinidae)",Hercynia,NA,NA,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,Fichtenbaumholz,NA,Deutschland,Sachsen,"Tharandt, Hainsberg",13.59733357,50.97977356,2,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,73,1964,1966,3,3,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
574,G6VGX6IW,NA,"Naaf, T & Kolk, J",2016,Initial site conditions and interactions between multiple drivers determine herb-layer changes over five decades in temperate forests,Forest Ecology and Management 366 (2016) 153–165 155,10.1016/j.foreco.2016.01.041,NA,Konrad Adler,Konrad Adler,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,"Prignitz region, 2800 km2",12.03333333,53.05,NA,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1960,2014,55,2,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
575,G6VGX6IW,NA,"Naaf, T & Kolk, J",2016,Initial site conditions and interactions between multiple drivers determine herb-layer changes over five decades in temperate forests,Forest Ecology and Management 366 (2016) 153–165 155,10.1016/j.foreco.2016.01.041,NA,Konrad Adler,Konrad Adler,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,"Prignitz region, 2800 km2",12.03333333,53.05,NA,ENS,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1960,2014,55,2,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
301,G7H698R6,NA,"Petzold, J. et al.",2018,Effects of forest management intensity on herb layer plant diversity and composition of deciduous forest communities in Northern Germany,Tuexenia 38: 79–96.,10.14471/2018.38.018,NA,Konrad Adler,Konrad Adler,Wald,"Tiefland-Buchenwälder und -Buchenmischwälder (Galio-Fagetum, mesotraphente Buchen-Eichen-Bestände, Stellario-Carpinetum)",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,"Mecklenburg-Vorpommern, Schleswig-Holstein",Lübecker Stadtwald,10.63333333,53.68333333,NA,Artenzahl,"Zeit, Bewirtschaftungsintensität",Pflanzen,Pflanzen,Pflanzen,NA,1997,2014,18,2,Beobachtung,negative,NA,NA,veränderte Bewirtschaftung: Naturnahe Waldnutzung,NA,NA,Literatur,D,NA,NA,NA
529,GMRINFXK,NA,"Floren, A. et al.",2022,The Impact of the Neophyte Tree Fraxinus pennsylvanica [Marshall] on Beetle Diversity under Climate Change,"Sustainability 2022, 14, 1914",10.3390/su14031914,NA,Konrad Adler,Konrad Adler,Wald,"Hartholzauenwälder, F. excelsior & F. pennsylvannica als Mikrohabitate",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Sachsen-Anhalt,Naturschutzgebiete Saalberghau und Steckby-Lödderitzer Forst an der Elbe bei Dessau,12.10138889,51.87555556,NA,ENS,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,2016,2020,5,3,Beobachtung,negative,Andere,Biosphärenreservat Mittelelbe,NA,NA,Angabe zum Boden: fluvisol or gley-fluvisol,Literatur,D,NA,NA,NA
530,GMRINFXK,NA,"Floren, A. et al.",2022,The Impact of the Neophyte Tree Fraxinus pennsylvanica [Marshall] on Beetle Diversity under Climate Change,"Sustainability 2022, 14, 1914",10.3390/su14031914,NA,Konrad Adler,Konrad Adler,Wald,"Hartholzauenwälder, F. excelsior & F. pennsylvannica als Mikrohabitate",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Sachsen-Anhalt,Naturschutzgebiete Saalberghau und Steckby-Lödderitzer Forst an der Elbe bei Dessau,12.10138889,51.87555556,NA,Artenzahl,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,2016,2020,5,3,Beobachtung,positive,Andere,Biosphärenreservat Mittelelbe,NA,NA,Angabe zum Boden: fluvisol or gley-fluvisol,Literatur,D,NA,NA,NA
522,H7XXBFEY,NA,"Mölder, A. et al.",2014,When beech strikes back: How strict nature conservation reduces herb-layer diversity and productivity in Central European deciduous forests,Forest Ecology and Management 319:51–61,10.1016/j.foreco.2014.01.049,NA,Konrad Adler,Konrad Adler,Wald,"Buchenmischwald (seit 1989 unbewirtschaftet), neben F. sylvatica vorallem A. pseudoplatanus & F. excelsior",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,"""Hünstollen"" im Göttinger Wald",9.933333333,51.53333333,NA,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1992,2012,21,3,Beobachtung,negative,NA,NA,NA,NA,"Angaben zum Boden: According to the World Reference Base for Soil Resources (WRB), the soil type of the research sites is (stagnic) Luvisol",Literatur,D,NA,NA,NA
523,H7XXBFEY,NA,"Mölder, A. et al.",2014,When beech strikes back: How strict nature conservation reduces herb-layer diversity and productivity in Central European deciduous forests,Forest Ecology and Management 319:51–61,10.1016/j.foreco.2014.01.049,NA,Konrad Adler,Konrad Adler,Wald,"Buchenmischwald (seit 1989 unbewirtschaftet), neben F. sylvatica vorallem A. pseudoplatanus & F. excelsior",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,"""Hünstollen"" im Göttinger Wald",9.933333333,51.53333333,NA,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1992,2012,21,3,Beobachtung,no,NA,NA,NA,NA,"Angaben zum Boden: According to the World Reference Base for Soil Resources (WRB), the soil type of the research sites is (stagnic) Luvisol",Literatur,D,NA,NA,NA
10522,HEGUFD6Z,NA,Patrzich R.,1993,Thysanopteren-Emergenzen in einem Buchenwald und ei- nem Fichtenforst des Staatsforstes Burgholz bei Solingen,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 46. Heft, Seite 46-54",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Artenzahl,Jahre,Wirbellose,Arthropoden,Arthropoden,NA,1983,1986,4,3,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
576,IQAPH2T3,NA,"Lorenz, M. et al",2018,The German Forest Strategy 2020: Target achievement control using National Forest Inventory results,"Annals of Forest Research, 129-146.",10.15287/afr.2018.1185,NA,Konrad Adler,Konrad Adler,Wald,NA,NA,Deutschland,NA,NA,10.279,51.415,700,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,2002,2012,11,2,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
177,ISXUAUFB,NA,"Wilmanns, O. & Bogenrieder, A.",1986,Veränderungen der Buchenwälder des Kaiserstuhls im Laufe von vier Jahrzehnten und ihre Interpretation - pflanzensoziologische Tabellen als Dokumente,Abhandlungen aus dem Westfälischen Museum für Naturkunde,https://www.lwl.org/wmfn-download/Abhandlungen/Abh_48%282+3%291986.pdf,NA,Maria Sporbert,Maria Sporbert,Wald,Buchenwälder,NA,Deutschland,Baden-Württemberg,Kaiserstuhl nordwestlich Freiburg,7.662829587,48.10888861,5,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1948,1985,38,2,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
178,ISXUAUFB,NA,"Wilmanns, O. & Bogenrieder, A.",1986,Veränderungen der Buchenwälder des Kaiserstuhls im Laufe von vier Jahrzehnten und ihre Interpretation - pflanzensoziologische Tabellen als Dokumente,Abhandlungen aus dem Westfälischen Museum für Naturkunde,https://www.lwl.org/wmfn-download/Abhandlungen/Abh_48%282+3%291986.pdf,NA,Maria Sporbert,Maria Sporbert,Wald,Buchenwälder,NA,Deutschland,Baden-Württemberg,Kaiserstuhl nordwestlich Freiburg,7.662829587,48.10888861,5,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1948,1985,38,2,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10612,IZA9LVWC,NA,"Günther, E. et al.",2005,Die Sommerquartiere des Kleinabendseglers (Nyctalus leisleri) im nordöstlichen Harz unter Bezug zu den Vorkommen der in Baumhöhlen brütenden Mauersegler (Apus apus),"Nyctalus (N.F.), Band 10, Heft 3-4, 269-275",NA,NA,Maria Sporbert,Daniel Petry,Wald,NA,NA,Deutschland,Sachsen-Anhalt,Nordoestlicher Harz - vornehmlich in Handwaeldern des Bode- und Selketals,11.17375085,51.67693917,NA,Abundanz,NA,Wirbeltiere,Saeuger,Chiroptera/ Fledermaeuse,1,1985,1999,15,17,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10511,J86XXBKQ,NA,Patrzich R.,1987,Thysanopteren aus zwei Forstbiotopen im Staatswald Burgholz (Solingen),"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 40. Heft, Seite 90 – 93",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,ENS,Jahre & Ort,Wirbellose,Arthropoden,Arthropoden,NA,1983,1985,3,2,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
