N,Key,Bemerkung_Maria,Autor,Jahr,Titel,Zeitschrift,DOI,Name_pdf,ID_Studie,Screener,Extracter,Lebensraum,Lebensraum_Details,Biotoptyp,Land,Bundesland,Ort,ZUS,Grossregion,X,Y,geographische_Genauigkeit_km,Breitengrad_Laengengrad,Boden,Antwortvariable,Antwortvariable_andere,Antwortvariable_Einheit,x_Achse,Hauptgruppe_RoteListen,Untergruppe_RoteListen,Untergruppe_RoteListen_Detail,Untergruppe_Andere,Artname_deutsch,Artname_wissensch,Anzahl_Arten_Gruppen,Startjahr,Endjahr,Dauer,Anzahl_beprobte_Jahre,Methode,ExperimentObservation,Trend,Trend_Info,Potential_Metaanalyse,Beschreibung_Potential,Direkte Treiber,Haupttreiber_1,Haupttreiber_2,Nebentreiber_1,Nebentreiber_2,Direkter Treiber_Details,Maßnahme_Schutzgebiet,Maßnahme_Schutzgebiet_Andere,Maßnahme_Managementmaßnahme,Maßnahme_Impulsmaßnahmen,Notizen,Notizen_Maria,LiteraturRawdata,Studie_in_D,Untergruppe_RoteListen_ORIG,KIBA_D_change
529,GMRINFXK,Sys,"Floren, A. et al.",2022,The Impact of the Neophyte Tree Fraxinus pennsylvanica [Marshall] on Beetle Diversity under Climate Change,"Sustainability 2022, 14, 1914",10.3390/su14031914,Floren_2022_Sustainability.pdf,,Konrad Adler,Konrad Adler,Wald,"Hartholzauenwälder, F. excelsior & F. pennsylvannica als Mikrohabitate",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Sachsen-Anhalt,Naturschutzgebiete Saalberghau und Steckby-Lödderitzer Forst an der Elbe bei Dessau,D10,,1210138889,5187555556,,"51°51'32 N, 12°12'05 E – 51°53'28.2 N, 11°59'49.5 E",Angabe zum Boden: fluvisol or gley-fluvisol,ENS,,Rarefied Shannon Diversity,Zeit,Wirbellose,Arthropoden,Arthropoden,,,,>20,2016,2020,4,3,"Sampling mithilfe von ""Insecticidal knock-down"" (Benebeln der Zielbäume mit natürlichem Pyrethrum)",Beobachtung,negative,,hoch,"Fig.3: Rarefied Shannon-Diversität von Baumkronenkäfern, gesammelt an F. excelsior und F. pennsylvancia","Klimawandel, Invasive gebietsfremde Arten",Klimawandel,Invasive gebietsfremde Arten,,,"Eschentriebsterben (F. excelsior) aufgrund schwerer Dürren 2020, F. pennsylvannica ist trockenresistenter und kann als Neophyt möglicherweise als ""rescue species"" für Käfergesellschaften dienen",Andere,Biosphärenreservat Mittelelbe,,,Angabe zum Boden: fluvisol or gley-fluvisol,,Literatur,D,Käfer,
530,GMRINFXK,Sys,"Floren, A. et al.",2022,The Impact of the Neophyte Tree Fraxinus pennsylvanica [Marshall] on Beetle Diversity under Climate Change,"Sustainability 2022, 14, 1914",10.3390/su14031914,Floren_2022_Sustainability.pdf,,Konrad Adler,Konrad Adler,Wald,"Hartholzauenwälder, F. excelsior & F. pennsylvannica als Mikrohabitate",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Sachsen-Anhalt,Naturschutzgebiete Saalberghau und Steckby-Lödderitzer Forst an der Elbe bei Dessau,D10,,1210138889,5187555556,,"51°51'32 N, 12°12'05 E – 51°53'28.2 N, 11°59'49.5 E",Angabe zum Boden: fluvisol or gley-fluvisol,Artenzahl,,Rarefied Shannon Diversity,Zeit,Wirbellose,Arthropoden,Arthropoden,,,,>20,2016,2020,4,3,"Sampling mithilfe von ""Insecticidal knock-down"" (Benebeln der Zielbäume mit natürlichem Pyrethrum)",Beobachtung,positive,,hoch,"Fig.3: Rarefied Shannon-Diversität von Baumkronenkäfern, gesammelt an F. excelsior und F. pennsylvancia","Klimawandel, Invasive gebietsfremde Arten",Klimawandel,Invasive gebietsfremde Arten,,,"Eschentriebsterben (F. excelsior) aufgrund schwerer Dürren 2020, F. pennsylvannica ist trockenresistenter und kann als Neophyt möglicherweise als ""rescue species"" für Käfergesellschaften dienen",Andere,Biosphärenreservat Mittelelbe,,,Angabe zum Boden: fluvisol or gley-fluvisol,,Literatur,D,Käfer,
531,MZRJVZYE,Sys,"Hagen, R. et al.",2018,Estimating red deer (Cervus elaphus) population size in the Southern Black Forest: the role of hunting in population control,European Journal of Wildlife Research 64: 42,10.1007/s10344-018-1204-z,Hagen_2018_EurJWildlRes.pdf,,Konrad Adler,Konrad Adler,Wald,"zu großen Teilen bewirtschafteter Wald (Holzproduktion), Picea abies, Abies alba und Fagus sylvatica dominant",Nadel(Misch)Wälder und -Forste,Deutschland,Baden-Württemberg,Rotwildbewirtschaftungsgebiet des Südschwarzwaldes,D54,,7984034066,4781569452,20,,,Abundanz,,Anzahl geschossener Individuen,Zeit,Wirbeltiere,Säuger,Säuger,,,Cervus elaphus,1,2006,2015,9,10,Erfassung der erlegten Tiere,Beobachtung,no,Trend zwar zwischen den Jahren multimodal aber in der Gesamtheit negativ,hoch,Fig.1a: Jährliche Jagdzahlen des Rotwildes im Managementbereich des Südschwarzwaldes,Direkte Ressourcenentnahme,Direkte Ressourcenentnahme,,,,Veränderte Bejagung des Rotwildes,,,veränderte Bejagung des Rotwildes als Teil eines ganzheitlichen Managementkonzepts unter Einbeziehung der Wissenschaft (detailliert im Text beschrieben) ab 2006,,,,Literatur,D,Säugetiere,
536,QAF7C2L4,Sys,"Storch, F. et al.",2019,Assessing the influence of harvesting intensities on structural diversity of forests in south-west Germany,Ecosystems 6:40,10.1186/s40663-019-0199-6,Storch_2019_ForEcosyst.pdf,,Konrad Adler,Konrad Adler,Wald,verschiedene Waldtypen,,Deutschland,Baden-Württemberg,,D58,,9047328968,48546237,100,,,ENS,,Änderung des Forest Structure Index (FSI) nach McElhinny et al. 2006,Intensität der Holzernte (% des stehenden Volumens pro ha),Pflanzen,Pflanzen,Pflanzen,,,,keine Angaben,2002,2012,10,2,National Forest Inventory (NFI),Experiment,no,"niedrige bis mittlere Ernteintensität zeigt positiven Einfluss auf strukturelle Diversität,ab 80% Intensität negative Veränderung, dazwischen kein Trend",gering,Fig.2: Veränderungen des Waldstrukturindexes in Abhängigkeit von der Holzernteintensität,Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,unterschiedliche Holzernteintensität (aufgrund unterschiedlicher Bewirtschaftung etc.) in verschiedenen Wäldern Baden-Württembergs hat Einfluss auf die Änderung der strukturellen Diversität,,,,,,,Literatur,D,Farn- und Blütenpflanzen,
537,KABS7CF2,Sys,"Kolk, J. et al.",2017,Paying the colonization credit: converging plant species richness in ancient and post-agricultural forests in NE Germany over five decades,Biodivers Conserv 26:735–755,10.1007/s10531-016-1271-y,Kolk_2017_BiodiversConserv.pdf,,Konrad Adler,Konrad Adler,Wald,alte und post-landwirtschaftliche Laub- oder Mischwaldbestände mit verschiedenen Artzusammensetzungen,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Brandenburg,Region Prignitz,D05,,1203333333,5305,,"52°42″N–53°23″N, 11°47″E–12°37″E","Angabe zum Boden: The prevalent geological substrates are sandy to loamy glacial deposits as well as glacio-fluvial sands (LGBR 2008, 2009). From these substrates, mostly Cambisols, often combined with Gleysols and Stagnosols, have developed.",Artenzahl,,mittlere Artenzahl pro Plot,Zeit,Pflanzen,Pflanzen,Pflanzen,Krautschicht (inklusive epigäische Moose),,,Antwortvariable,1960,2014,54,2,Vegetationsaufnahmen,Beobachtung,positive,"alle 6 Trends positiv, wobei der Anstieg auf den post-agriculture Standorten stärker ist als in den alten Wäldern",hoch,"Fig.3: Veränderungen des Reichtums aller Arten (a), der Waldspezialisten (b) und der Indikatorarten für alte Wälder (c) in der Krautschicht der Plots in den alten und nach der landwirtschaftlichen Nutzung entstandenen Beständen zwischen 1960 und 2014",Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,"Veränderung der Landschaftsnutzung bereits 1880 (vor erster Messung), allerdings immernoch Einfluss auf die post-agrikulturellen Standorte",,,,,"Angabe zum Boden: The prevalent geological substrates are sandy to loamy glacial deposits as well as glacio-fluvial sands (LGBR 2008, 2009). From these substrates, mostly Cambisols, often combined with Gleysols and Stagnosols, have developed.",,Literatur,D,Farn- und Blütenpflanzen,
541,6AKWDL8E,Sys,"Heinrichs, S. et al.",2015,Dynamics of Hedera helix L. in Central European beech forests on limestone: results from long-term monitoring and experimental studies,Plant Ecol 216:1–15,10.1007/s11258-014-0412-1,Heinrichs_2015_PlantEcol.pdf,,Konrad Adler,Konrad Adler,Wald,"Allium ursinum-reicher Hordelymo-Fagetum lathyretosum, Carici-Fagetum",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,Göttinger Wald,D36,,9983333333,5155,,"N 51°30'–37', E 9°56'–10°03'",,Abundanz,,mittlerer Deckungsgrad,Zeit,Pflanzen,Pflanzen,Pflanzen,,,Hedera helix,1,1997,2012,15,2,Vegetationsaufnahmen,"Beobachtung, Experiment",positive,,hoch,"Fig. 2 Vegetation structure and H. helix cover comparing old




(1955–1967) and recent (2000–2012) relevés sampled in the




Hordelymo-Fagetum lathyretosum and in the Carici-Fagetum of




the Göttinger Wald. TL tree layer, SL shrub layer, HL herb layer.","Klimawandel, Verschmutzung, Veränderte Land-/Meeresnutzung",Klimawandel,Verschmutzung,Veränderte Land-/Meeresnutzung,,"konnten nicht identifiziert werden (komplexes Zusammenspiel aus abiotischen (Klimawandel, Eutrophierung) und biotischen (Wildverbiss, Wettkampf) Faktoren)",,,,,,,Literatur,D,Farn- und Blütenpflanzen,
544,AN9CNTYR,Sys,"Krug, JHA",2019,"How can forest management increase biomass accumulation and CO2 sequestration? A case study on beech forests in Hesse, Germany",Carbon Balance Manage 14:17,10.1186/s13021-019-0132-x,Krug_2019_CarbonBalanceManag.pdf,,Konrad Adler,Konrad Adler,Wald,"Buchenwälder, genauer: Hainsimsen-Buchenwald (Luzulu-Fagetum), Waldgersten-Buchenwald (Hordelymo-Fagetum) und Waldmeister Buchenwald (Galio-Fagetum)",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"Wälder in Hessen (Schönbuche, Goldbach, Hohestein, Haasenblick)",D38,,862149781,5102160452,50,,Angabe zum Boden: Secondary podsol sites (soil texture: clay to coarse clay),Abundanz,,Biomassezunahme pro Hektar [t/ha],Zeit,Pflanzen,Pflanzen,Pflanzen,Bäume,,,unsicher,1988,2012,24,2,Waldinventur (Methoden nach NIR),Beobachtung,positive,"Biomassewachstum steigt, in forest reserve areas und management areas,  in management areas höher als in verglichenen forest reserve areas",gering,"Fig.2: Kumulativer Biomassezuwachs (ober- und unterirdisch, tot und lebendig) zwischen Waldreservaten (FR) und Bewirtschaftungsgebieten (MA) für alle Arten.",Andere direkte Treiber,Andere direkte Treiber,,,,Auswirkungen des anthropogenen Managements (Waldreservate vs. Bewirtschaftungsgebiete),,,"""business as usual""- Bewirtschaftung in der Hälfte der Untersuchungsflächen",,Angabe zum Boden: Secondary podsol sites (soil texture: clay to coarse clay),,Literatur,D,Farn- und Blütenpflanzen,
546,Strubelt2016,Sys,"Strubelt, I. et al.",2016,Changes in species composition and richness in an alluvial hardwood forest over 52yrs,Journal of Vegetation Science 28: 401–412,10.1111/jvs.12483,Strubelt_2017_JVegSci.pdf,,Konrad Adler,Konrad Adler,Wald,"alter Hartholzauwald, dominierende Baumarten Quercus robur + Fraxinus excelsior (Querco-Ulmetum minoris)",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,Haseder Holz (Auwald im Überschwemmungsgebiet der Innerste),D32,,9919722222,5218722222,,"52°11'14″ N, 9°55'11″ E","Angabe zum Boden: topsoil consists of 1–2 m of loess from the Weichsel glacial period and is characterized by nutrientrich, sandy to clayey loam",Artenzahl,,mittlere Gesamtartenzahl pro Plot,Zeit,Pflanzen,Pflanzen,Pflanzen,Kräuter/Krautschicht,,,>20,1960,2012,52,3,Vegetationsaufnahmen (Braun-Blanquet Skala),Beobachtung,positive,"positiver Trend von 1960 bis 2002, dann stagnierend zu 2012",hoch,Tab.4: Veränderungen der Artenvielfalt von 1960 über 2002 bis 2012,"Veränderte Land-/Meeresnutzung, Verschmutzung",Veränderte Land-/Meeresnutzung,Verschmutzung,,,"weniger intensive Bewirtschaftung, Verringerung der Lichtverfügbarkeit in niedrigeren Vegetationsstufen (deshalb: Abnahme der ""Offenlandarten"", aber generelle Zunahme der Artenvielfalt - besonders ""true forest species"")",Andere,NSG Haseder Busch,,,"Angabe zum Boden: topsoil consists of 1–2 m of loess from the Weichsel glacial period and is characterized by nutrientrich, sandy to clayey loam",,Literatur,D,Farn- und Blütenpflanzen,
547,9QFGZGKF,Sys,"Jantsch, MC et ak.",2013,"Shift in Plant Species Composition Reveals Environmental Changes During the Last Decades: A Long-Term Study in Beech (Fagus sylvatica) Forests in Bavaria, Germany",Folia Geobot 48:467–491,10.1007/s12224-012-9148-7,Jantsch_2013_FoliaGeobot.pdf,,Konrad Adler,Konrad Adler,Wald,"Buchenwälder (Kronendeckung Fagus sylvatica >50%), Vegetationstypen: Luzulo luzuloidis-Fagetum, Galio odorati-Fagetum, Hordelymo europaei-Fagetum, Carici albae-Fagetum",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Bayern,"Sinngrund, Steigerwald, Fränkische Alb, Starnberger See, Inn-Gletschermoräne",D61,,1076078698,4901497924,100,,,Abundanz,Häufigkeit,"mittlere, prozentuale Zunahme bzw. Abnahme der Häufigkeit (proz. Anteil der Plots mit jeweiliger Art)",Zeit,Pflanzen,Pflanzen,Pflanzen,,,,>20,1965,2010,45,2,pflanzensoziologische Vegetationsaufnahmen,Beobachtung,negative,"24 Arten mit Zunahme, 45 mit Abnahme - generell: Zunahme der Baumspezies, Abnahme der Krautspezies, Zunahme nitrophiler, nicht-heimischer oder Störzeigerarten, Zunahme termophiler Arten",hoch,"Tab.3: Mittlere Zunahme (%) bzw. Abnahme (%) der Häufigkeit für alle Arten mit einer Häufigkeit (>5 %) und einer signifikanten Veränderung (P<0,05) im gesamten Datensatz.","Klimawandel, Veränderte Land-/Meeresnutzung, Verschmutzung",Klimawandel,Veränderte Land-/Meeresnutzung,Verschmutzung,,"verschiedene ermittelte Treiber: erhöhter Stickstoffeintrag, Klimawandel (nur geringer Einfluss), Ausbreitung Neophyten (z.b. Impatiens glandulifera",,,,,"Erste Aufnahmen zwischen 1949-1985, Infos in Tab. 1 in Text",,Literatur,D,Farn- und Blütenpflanzen,
549,Baumann2020,Sys,"Baumann, M. et al.",2021,Temporal changes in the ground vegetation in spruce forests in the Erzgebirge (Ore Mountains) - bryophytes are better indicators of the impact of liming and of sulphur and nitrogen deposition than the herb layer,Appl Veg Sci. 24:e12598.,10.1111/avsc.12598,Baumann_2021_JApplVegSci.pdf,,Konrad Adler,Konrad Adler,Wald,Fichtenwälder (Calamagrostio villosae-Piceetum) mit verschiedener Kalkdüngungshistorie,Nadel(Misch)Wälder und -Forste,Deutschland,Sachsen,"Waldbestände in den NSGs ""Großer Kranichsee"" & ""Dreibächel"" und in deren Umgebung, westlicher Teil des Erzgebirges zwischen den Städten Carlsfeld und Morgenröthe-Rautenkranz",D16,,1254810968,504306975,5,,"Angabe zum Boden: The bedrock consists of tourmaline granite, which is characterized by very low nutrient reserves and leads to the formation of podzols or brown podzols.",Abundanz,,mittlere Deckungsgrade,Zeit,Pflanzen,Pflanzen,Pflanzen,Sträucher/Strauchschicht,,,>20,1990,2013,23,2,Vegetationsaufnahmen (Braun-Blanquet Skala),Beobachtung,positive,,hoch,Fig.2b: Deckung der Vegetation in der Strauchschicht in den Klassen L0-L3 (aufsteigende Stufen der Kalkdüngung) in den Jahren 1990 und 2013,"Verschmutzung, Andere direkte Treiber",Verschmutzung,Andere direkte Treiber,,,"Luftverschmutzung: abnehmende Schwefel-Ablagerung, aber hohe Stickstoff Ablagerung (positiver Einfluss der verringerten Schwefelverschmutzung scheint negativen Einfluss der dauerhaft hohen Stickstoffeinlagerung zu überdecken), Management durch verschieden",Andere,"teilweise: NSG ""Großer Kranichsee"" und NSG ""Dreibächel",Kalkdüngung,,"Angabe zum Boden: The bedrock consists of tourmaline granite, which is characterized by very low nutrient reserves and leads to the formation of podzols or brown podzols.",,Literatur,D,Farn- und Blütenpflanzen,
550,Baumann2020,Sys,"Baumann, M. et al.",2021,Temporal changes in the ground vegetation in spruce forests in the Erzgebirge (Ore Mountains) - bryophytes are better indicators of the impact of liming and of sulphur and nitrogen deposition than the herb layer,Appl Veg Sci. 24:e12598.,10.1111/avsc.12598,Baumann_2021_JApplVegSci.pdf,,Konrad Adler,Konrad Adler,Wald,Fichtenwälder (Calamagrostio villosae-Piceetum) mit verschiedener Kalkdüngungshistorie,Nadel(Misch)Wälder und -Forste,Deutschland,Sachsen,"Waldbestände in den NSGs ""Großer Kranichsee"" & ""Dreibächel"" und in deren Umgebung, westlicher Teil des Erzgebirges zwischen den Städten Carlsfeld und Morgenröthe-Rautenkranz",D16,,1254810968,504306975,5,,"Angabe zum Boden: The bedrock consists of tourmaline granite, which is characterized by very low nutrient reserves and leads to the formation of podzols or brown podzols.",Abundanz,,mittlere Deckungsgrade,Zeit,Pflanzen,Pflanzen,Pflanzen,Kräuter/Krautschicht,,,>20,1990,2013,23,2,Vegetationsaufnahmen (Braun-Blanquet Skala),Beobachtung,negative,4 negative Trends (allerdings nur 2 signifikant),hoch,Fig.2c: Deckung der Vegetation in der Krautschicht in den Klassen L0-L3 (aufsteigende Stufen der Kalkdüngung) in den Jahren 1990 und 2013,"Verschmutzung, Andere direkte Treiber",Verschmutzung,Andere direkte Treiber,,,"Luftverschmutzung: abnehmende Schwefel-Ablagerung, aber hohe Stickstoff Ablagerung (positiver Einfluss der verringerten Schwefelverschmutzung scheint negativen Einfluss der dauerhaft hohen Stickstoffeinlagerung zu überdecken), Management durch verschieden",Andere,"teilweise: NSG ""Großer Kranichsee"" und NSG ""Dreibächel",Kalkdüngung,,"Angabe zum Boden: The bedrock consists of tourmaline granite, which is characterized by very low nutrient reserves and leads to the formation of podzols or brown podzols.",,Literatur,D,Farn- und Blütenpflanzen,
551,Baumann2020,Sys,"Baumann, M. et al.",2021,Temporal changes in the ground vegetation in spruce forests in the Erzgebirge (Ore Mountains) - bryophytes are better indicators of the impact of liming and of sulphur and nitrogen deposition than the herb layer,Appl Veg Sci. 24:e12598.,10.1111/avsc.12598,Baumann_2021_JApplVegSci.pdf,,Konrad Adler,Konrad Adler,Wald,Fichtenwälder (Calamagrostio villosae-Piceetum) mit verschiedener Kalkdüngungshistorie,Nadel(Misch)Wälder und -Forste,Deutschland,Sachsen,"Waldbestände in den NSGs ""Großer Kranichsee"" & ""Dreibächel"" und in deren Umgebung, westlicher Teil des Erzgebirges zwischen den Städten Carlsfeld und Morgenröthe-Rautenkranz",D16,,1254810968,504306975,5,,"Angabe zum Boden: The bedrock consists of tourmaline granite, which is characterized by very low nutrient reserves and leads to the formation of podzols or brown podzols.",Abundanz,,mittlere Deckungsgrade,Zeit,Pflanzen,Moose,Moose,Moosschicht,,,>20,1990,2013,23,2,Vegetationsaufnahmen (Braun-Blanquet Skala),Beobachtung,positive,,hoch,Fig.2d: Deckung der Vegetation in der Moosschicht in den Klassen L0-L3 (aufsteigende Stufen der Kalkdüngung) in den Jahren 1990 und 2013,"Verschmutzung, Andere direkte Treiber",Verschmutzung,Andere direkte Treiber,,,"Luftverschmutzung: abnehmende Schwefel-Ablagerung, aber hohe Stickstoff Ablagerung (positiver Einfluss der verringerten Schwefelverschmutzung scheint negativen Einfluss der dauerhaft hohen Stickstoffeinlagerung zu überdecken), Management durch verschieden",Andere,"teilweise: NSG ""Großer Kranichsee"" und NSG ""Dreibächel",Kalkdüngung,,"Angabe zum Boden: The bedrock consists of tourmaline granite, which is characterized by very low nutrient reserves and leads to the formation of podzols or brown podzols.",,Literatur,D,Moose,
552,Baumann2020,Sys,"Baumann, M. et al.",2021,Temporal changes in the ground vegetation in spruce forests in the Erzgebirge (Ore Mountains) - bryophytes are better indicators of the impact of liming and of sulphur and nitrogen deposition than the herb layer,Appl Veg Sci. 24:e12598.,10.1111/avsc.12598,Baumann_2021_JApplVegSci.pdf,,Konrad Adler,Konrad Adler,Wald,Fichtenwälder (Calamagrostio villosae-Piceetum) mit verschiedener Kalkdüngungshistorie,Nadel(Misch)Wälder und -Forste,Deutschland,Sachsen,"Waldbestände in den NSGs ""Großer Kranichsee"" & ""Dreibächel"" und in deren Umgebung, westlicher Teil des Erzgebirges zwischen den Städten Carlsfeld und Morgenröthe-Rautenkranz",D16,,1254810968,504306975,5,,"Angabe zum Boden: The bedrock consists of tourmaline granite, which is characterized by very low nutrient reserves and leads to the formation of podzols or brown podzols.",Artenzahl,,mittlere Artenzahl pro Plot,Zeit,Pflanzen,Pflanzen,Pflanzen,Kräuter/Krautschicht,,,Antwortvariable,1990,2013,23,2,Vegetationsaufnahmen (Braun-Blanquet Skala),Beobachtung,no,"2 kein Trend, 2 positiv (stärkere Zunahme mit erhöhter Kalkdüngungsfrequenz)",hoch,Tab.3: mittlere Artenzahl der Krautschicht pro Plot in den Jahren 1990 und 2013,"Verschmutzung, Andere direkte Treiber",Verschmutzung,Andere direkte Treiber,,,"Luftverschmutzung: abnehmende Schwefel-Ablagerung, aber hohe Stickstoff Ablagerung (positiver Einfluss der verringerten Schwefelverschmutzung scheint negativen Einfluss der dauerhaft hohen Stickstoffeinlagerung zu überdecken), Management durch verschieden",Andere,"teilweise: NSG ""Großer Kranichsee"" und NSG ""Dreibächel",Kalkdüngung,,"Angabe zum Boden: The bedrock consists of tourmaline granite, which is characterized by very low nutrient reserves and leads to the formation of podzols or brown podzols.",,Literatur,D,Farn- und Blütenpflanzen,
553,Baumann2020,Sys,"Baumann, M. et al.",2021,Temporal changes in the ground vegetation in spruce forests in the Erzgebirge (Ore Mountains) - bryophytes are better indicators of the impact of liming and of sulphur and nitrogen deposition than the herb layer,Appl Veg Sci. 24:e12598.,10.1111/avsc.12598,Baumann_2021_JApplVegSci.pdf,,Konrad Adler,Konrad Adler,Wald,Fichtenwälder (Calamagrostio villosae-Piceetum) mit verschiedener Kalkdüngungshistorie,Nadel(Misch)Wälder und -Forste,Deutschland,Sachsen,"Waldbestände in den NSGs ""Großer Kranichsee"" & ""Dreibächel"" und in deren Umgebung, westlicher Teil des Erzgebirges zwischen den Städten Carlsfeld und Morgenröthe-Rautenkranz",D16,,1254810968,504306975,5,,"Angabe zum Boden: The bedrock consists of tourmaline granite, which is characterized by very low nutrient reserves and leads to the formation of podzols or brown podzols.",Artenzahl,,mittlere Artenzahl pro Plot,Zeit,Pflanzen,Moose,Moose,Moosschicht,,,Antwortvariable,1990,2013,23,2,Vegetationsaufnahmen (Braun-Blanquet Skala),Beobachtung,positive,"3 positiv, 1 kein Trend (abnehmende Stärke des positiven Effekts mit steigender Düngungsfrequenz)",hoch,Tab.3: mittlere Artenzahl der Krautschicht pro Plot in den Jahren 1990 und 2013,"Verschmutzung, Andere direkte Treiber",Verschmutzung,Andere direkte Treiber,,,"Luftverschmutzung: abnehmende Schwefel-Ablagerung, aber hohe Stickstoff Ablagerung (positiver Einfluss der verringerten Schwefelverschmutzung scheint negativen Einfluss der dauerhaft hohen Stickstoffeinlagerung zu überdecken), Management durch verschieden",Andere,"teilweise: NSG ""Großer Kranichsee"" und NSG ""Dreibächel",Kalkdüngung,,"Angabe zum Boden: The bedrock consists of tourmaline granite, which is characterized by very low nutrient reserves and leads to the formation of podzols or brown podzols.",,Literatur,D,Moose,
